id,time,value
3,2023:06:23 13:29:59,668.7
1,2023:06:23 13:30:59,762.3
2,2023:06:23 13:30:59,255.0
3,2023:06:23 13:30:59,867.8
1,2023:06:23 13:31:59,22.2
2,2023:06:23 13:31:59,285.2
3,2023:06:23 13:31:59,703.0
1,2023:06:23 13:32:59,170.8
2,2023:06:23 13:32:59,80.5
3,2023:06:23 13:32:59,483.9
1,2023:06:23 13:33:59,160.1
2,2023:06:23 13:33:59,118.3
3,2023:06:23 13:33:59,845.2
1,2023:06:23 13:34:59,674.1
2,2023:06:23 13:34:59,216.7
3,2023:06:23 13:34:59,826.8
1,2023:06:23 13:35:59,805.9
2,2023:06:23 13:35:59,372.2
3,2023:06:23 13:35:59,869.2
1,2023:06:23 13:36:59,170.7
2,2023:06:23 13:36:59,247.5
3,2023:06:23 13:36:59,496.7
1,2023:06:23 13:37:59,539.7
2,2023:06:23 13:37:59,848.8
3,2023:06:23 13:37:59,677.6
1,2023:06:23 13:38:59,213.2
2,2023:06:23 13:38:59,168.1
3,2023:06:23 13:38:59,233.4
1,2023:06:23 13:39:59,903.6
2,2023:06:23 13:39:59,827.0
3,2023:06:23 13:39:59,157.3
1,2023:06:23 13:40:59,659.3
2,2023:06:23 13:40:59,791.2
3,2023:06:23 13:40:59,631.4
1,2023:06:23 13:41:59,453.6
2,2023:06:23 13:41:59,307.6
3,2023:06:23 13:41:59,236.8
1,2023:06:23 13:42:59,117.7
2,2023:06:23 13:42:59,542.8
3,2023:06:23 13:42:59,342.4
1,2023:06:23 13:43:59,383.0
2,2023:06:23 13:43:59,452.2
3,2023:06:23 13:43:59,643.8
1,2023:06:23 13:44:59,455.5
2,2023:06:23 13:44:59,610.4
3,2023:06:23 13:44:59,626.8
1,2023:06:23 13:45:59,880.2
2,2023:06:23 13:45:59,475.2
3,2023:06:23 13:45:59,334.9
1,2023:06:23 13:46:59,190.6
2,2023:06:23 13:46:59,712.8
3,2023:06:23 13:46:59,195.9
1,2023:06:23 13:47:59,144.2
2,2023:06:23 13:47:59,967.3
3,2023:06:23 13:47:59,411.6
1,2023:06:23 13:48:59,85.1
2,2023:06:23 13:48:59,302.5
3,2023:06:23 13:48:59,664.8
1,2023:06:23 13:49:59,851.4
2,2023:06:23 13:49:59,23.2
3,2023:06:23 13:49:59,155.8
1,2023:06:23 13:50:59,784.1
2,2023:06:23 13:50:59,410.0
3,2023:06:23 13:50:59,732.3
1,2023:06:23 13:51:59,469.5
2,2023:06:23 13:51:59,733.6
3,2023:06:23 13:51:59,251.8
1,2023:06:23 13:52:59,51.9
2,2023:06:23 13:52:59,227.3
3,2023:06:23 13:52:59,553.8
1,2023:06:23 13:53:59,777.0
2,2023:06:23 13:53:59,715.7
3,2023:06:23 13:53:59,926.5
1,2023:06:23 13:54:59,160.6
2,2023:06:23 13:54:59,518.1
3,2023:06:23 13:54:59,786.5
1,2023:06:23 13:55:59,896.2
2,2023:06:23 13:55:59,511.4
3,2023:06:23 13:55:59,265.3
1,2023:06:23 13:56:59,406.0
2,2023:06:23 13:56:59,674.7
3,2023:06:23 13:56:59,602.2
1,2023:06:23 13:57:59,701.1
2,2023:06:23 13:57:59,15.5
3,2023:06:23 13:57:59,972.3
1,2023:06:23 13:58:59,700.3
2,2023:06:23 13:58:59,326.5
3,2023:06:23 13:58:59,702.5
1,2023:06:23 13:59:59,255.2
2,2023:06:23 13:59:59,720.3
3,2023:06:23 13:59:59,958.8
1,2023:06:23 14:00:59,831.7
2,2023:06:23 14:00:59,478.8
3,2023:06:23 14:00:59,148.4
1,2023:06:23 14:01:59,583.7
2,2023:06:23 14:01:59,614.6
3,2023:06:23 14:01:59,2.6
1,2023:06:23 14:02:59,421.6
2,2023:06:23 14:02:59,841.4
3,2023:06:23 14:02:59,775.7
1,2023:06:23 14:03:59,218.7
2,2023:06:23 14:03:59,168.9
3,2023:06:23 14:03:59,929.3
1,2023:06:23 14:04:59,969.5
2,2023:06:23 14:04:59,923.9
3,2023:06:23 14:04:59,219.9
1,2023:06:23 14:05:59,201.4
2,2023:06:23 14:05:59,106.5
3,2023:06:23 14:05:59,966.7
1,2023:06:23 14:06:59,786.3
2,2023:06:23 14:06:59,247.2
3,2023:06:23 14:06:59,243.6
1,2023:06:23 14:07:59,202.5
2,2023:06:23 14:07:59,725.1
3,2023:06:23 14:07:59,728.9
1,2023:06:23 14:08:59,195.1
2,2023:06:23 14:08:59,284.8
3,2023:06:23 14:08:59,286.7
1,2023:06:23 14:09:59,761.1
2,2023:06:23 14:09:59,520.3
3,2023:06:23 14:09:59,327.2
1,2023:06:23 14:10:59,256.2
2,2023:06:23 14:10:59,111.7
3,2023:06:23 14:10:59,44.9
1,2023:06:23 14:11:59,964.4
2,2023:06:23 14:11:59,893.7
3,2023:06:23 14:11:59,6.7
1,2023:06:23 14:12:59,571.3
2,2023:06:23 14:12:59,845.9
3,2023:06:23 14:12:59,579.4
1,2023:06:23 14:13:59,820.2
2,2023:06:23 14:13:59,935.4
3,2023:06:23 14:13:59,92.1
1,2023:06:23 14:14:59,569.7
2,2023:06:23 14:14:59,429.5
3,2023:06:23 14:14:59,64.0
1,2023:06:23 14:15:59,744.7
2,2023:06:23 14:15:59,771.8
3,2023:06:23 14:15:59,518.2
1,2023:06:23 14:16:59,192.2
2,2023:06:23 14:16:59,742.0
3,2023:06:23 14:16:59,941.0
1,2023:06:23 14:17:59,607.4
2,2023:06:23 14:17:59,893.5
3,2023:06:23 14:17:59,451.7
1,2023:06:23 14:18:59,209.1
2,2023:06:23 14:18:59,97.3
3,2023:06:23 14:18:59,81.7
1,2023:06:23 14:19:59,291.0
2,2023:06:23 14:19:59,348.8
3,2023:06:23 14:19:59,98.5
1,2023:06:23 14:20:59,639.5
2,2023:06:23 14:20:59,465.8
3,2023:06:23 14:20:59,679.8
1,2023:06:23 14:21:59,337.5
2,2023:06:23 14:21:59,830.1
3,2023:06:23 14:21:59,360.9
1,2023:06:23 14:22:59,25.3
2,2023:06:23 14:22:59,913.7
3,2023:06:23 14:22:59,148.5
1,2023:06:23 14:23:59,611.0
2,2023:06:23 14:23:59,622.4
3,2023:06:23 14:23:59,192.4
1,2023:06:23 14:24:59,768.4
2,2023:06:23 14:24:59,384.9
3,2023:06:23 14:24:59,394.1
1,2023:06:23 14:25:59,614.0
2,2023:06:23 14:25:59,240.8
3,2023:06:23 14:25:59,914.6
1,2023:06:23 14:26:59,489.3
2,2023:06:23 14:26:59,699.1
3,2023:06:23 14:26:59,601.6
1,2023:06:23 14:27:59,798.5
2,2023:06:23 14:27:59,496.1
3,2023:06:23 14:27:59,33.8
1,2023:06:23 14:28:59,542.4
2,2023:06:23 14:28:59,112.0
3,2023:06:23 14:28:59,235.2
1,2023:06:23 14:29:59,513.4
2,2023:06:23 14:29:59,803.4
3,2023:06:23 14:29:59,856.2
1,2023:06:23 14:30:59,540.3
2,2023:06:23 14:30:59,628.1
3,2023:06:23 14:30:59,442.1
1,2023:06:23 14:31:59,775.0
2,2023:06:23 14:31:59,930.0
3,2023:06:23 14:31:59,70.2
1,2023:06:23 14:32:59,135.8
2,2023:06:23 14:32:59,73.0
3,2023:06:23 14:32:59,579.5
1,2023:06:23 14:33:59,445.4
2,2023:06:23 14:33:59,173.6
3,2023:06:23 14:33:59,65.6
1,2023:06:23 14:34:59,497.1
2,2023:06:23 14:34:59,368.4
3,2023:06:23 14:34:59,293.6
1,2023:06:23 14:35:59,290.6
2,2023:06:23 14:35:59,311.3
3,2023:06:23 14:35:59,725.0
1,2023:06:23 14:36:59,22.5
2,2023:06:23 14:36:59,115.5
3,2023:06:23 14:36:59,577.0
1,2023:06:23 14:37:59,381.1
2,2023:06:23 14:37:59,673.6
3,2023:06:23 14:37:59,368.8
1,2023:06:23 14:38:59,3.7
2,2023:06:23 14:38:59,120.2
3,2023:06:23 14:38:59,658.3
1,2023:06:23 14:39:59,29.4
2,2023:06:23 14:39:59,515.5
3,2023:06:23 14:39:59,90.9
1,2023:06:23 14:40:59,269.6
2,2023:06:23 14:40:59,502.3
3,2023:06:23 14:40:59,545.9
1,2023:06:23 14:41:59,545.3
2,2023:06:23 14:41:59,591.4
3,2023:06:23 14:41:59,514.5
1,2023:06:23 14:42:59,476.5
2,2023:06:23 14:42:59,149.8
3,2023:06:23 14:42:59,691.8
1,2023:06:23 14:43:59,161.4
2,2023:06:23 14:43:59,623.9
3,2023:06:23 14:43:59,649.0
1,2023:06:23 14:44:59,755.2
2,2023:06:23 14:44:59,133.8
3,2023:06:23 14:44:59,681.2
1,2023:06:23 14:45:59,164.8
2,2023:06:23 14:45:59,311.0
3,2023:06:23 14:45:59,659.1
1,2023:06:23 14:46:59,21.8
2,2023:06:23 14:46:59,911.4
3,2023:06:23 14:46:59,213.1
1,2023:06:23 14:47:59,185.4
2,2023:06:23 14:47:59,770.3
3,2023:06:23 14:47:59,607.4
1,2023:06:23 14:48:59,528.7
2,2023:06:23 14:48:59,342.0
3,2023:06:23 14:48:59,47.1
1,2023:06:23 14:49:59,366.9
2,2023:06:23 14:49:59,990.6
3,2023:06:23 14:49:59,206.1
1,2023:06:23 14:50:59,293.3
2,2023:06:23 14:50:59,349.4
3,2023:06:23 14:50:59,171.1
1,2023:06:23 14:51:59,407.2
2,2023:06:23 14:51:59,81.7
3,2023:06:23 14:51:59,952.1
1,2023:06:23 14:52:59,32.1
2,2023:06:23 14:52:59,100.9
3,2023:06:23 14:52:59,320.8
1,2023:06:23 14:53:59,822.7
2,2023:06:23 14:53:59,8.9
3,2023:06:23 14:53:59,343.2
1,2023:06:23 14:54:59,257.4
2,2023:06:23 14:54:59,478.0
3,2023:06:23 14:54:59,283.2
1,2023:06:23 14:55:59,896.1
2,2023:06:23 14:55:59,183.8
3,2023:06:23 14:55:59,804.5
1,2023:06:23 14:56:59,401.9
2,2023:06:23 14:56:59,996.5
3,2023:06:23 14:56:59,257.3
1,2023:06:23 14:57:59,227.9
2,2023:06:23 14:57:59,897.8
3,2023:06:23 14:57:59,118.7
1,2023:06:23 14:58:59,336.2
2,2023:06:23 14:58:59,827.5
3,2023:06:23 14:58:59,68.4
1,2023:06:23 14:59:59,263.2
2,2023:06:23 14:59:59,240.8
3,2023:06:23 14:59:59,180.4
1,2023:06:23 15:00:59,569.7
2,2023:06:23 15:00:59,800.6
3,2023:06:23 15:00:59,343.3
1,2023:06:23 15:01:59,215.1
2,2023:06:23 15:01:59,979.6
3,2023:06:23 15:01:59,405.1
1,2023:06:23 15:02:59,895.0
2,2023:06:23 15:02:59,856.3
3,2023:06:23 15:02:59,989.9
1,2023:06:23 15:03:59,106.4
2,2023:06:23 15:03:59,995.3
3,2023:06:23 15:03:59,741.5
1,2023:06:23 15:04:59,379.5
2,2023:06:23 15:04:59,991.5
3,2023:06:23 15:04:59,610.2
1,2023:06:23 15:05:59,791.8
2,2023:06:23 15:05:59,428.8
3,2023:06:23 15:05:59,588.8
1,2023:06:23 15:06:59,545.3
2,2023:06:23 15:06:59,916.8
3,2023:06:23 15:06:59,929.0
1,2023:06:23 15:07:59,465.1
2,2023:06:23 15:07:59,780.6
3,2023:06:23 15:07:59,635.9
1,2023:06:23 15:08:59,443.0
2,2023:06:23 15:08:59,66.2
3,2023:06:23 15:08:59,72.7
1,2023:06:23 15:09:59,897.2
2,2023:06:23 15:09:59,975.7
3,2023:06:23 15:09:59,333.7
1,2023:06:23 15:10:59,230.4
2,2023:06:23 15:10:59,873.5
3,2023:06:23 15:10:59,707.3
1,2023:06:23 15:11:59,127.4
2,2023:06:23 15:11:59,971.5
3,2023:06:23 15:11:59,20.2
1,2023:06:23 15:12:59,948.5
2,2023:06:23 15:12:59,986.6
3,2023:06:23 15:12:59,764.4
1,2023:06:23 15:13:59,172.4
2,2023:06:23 15:13:59,971.9
3,2023:06:23 15:13:59,260.0
1,2023:06:23 15:14:59,563.6
2,2023:06:23 15:14:59,965.0
3,2023:06:23 15:14:59,877.0
1,2023:06:23 15:15:59,136.1
2,2023:06:23 15:15:59,843.5
3,2023:06:23 15:15:59,356.4
1,2023:06:23 15:16:59,144.3
2,2023:06:23 15:16:59,604.9
3,2023:06:23 15:16:59,837.0
1,2023:06:23 15:17:59,536.9
2,2023:06:23 15:17:59,35.8
3,2023:06:23 15:17:59,883.6
1,2023:06:23 15:18:59,386.0
2,2023:06:23 15:18:59,2.8
3,2023:06:23 15:18:59,496.4
1,2023:06:23 15:19:59,334.7
2,2023:06:23 15:19:59,309.1
3,2023:06:23 15:19:59,78.2
1,2023:06:23 15:20:59,714.6
2,2023:06:23 15:20:59,411.2
3,2023:06:23 15:20:59,693.1
1,2023:06:23 15:21:59,665.2
2,2023:06:23 15:21:59,996.6
3,2023:06:23 15:21:59,657.6
1,2023:06:23 15:22:59,15.0
2,2023:06:23 15:22:59,503.3
3,2023:06:23 15:22:59,112.1
1,2023:06:23 15:23:59,298.3
2,2023:06:23 15:23:59,499.7
3,2023:06:23 15:23:59,720.9
1,2023:06:23 15:24:59,766.5
2,2023:06:23 15:24:59,446.6
3,2023:06:23 15:24:59,620.8
1,2023:06:23 15:25:59,958.2
2,2023:06:23 15:25:59,356.1
3,2023:06:23 15:25:59,462.6
1,2023:06:23 15:26:59,150.1
2,2023:06:23 15:26:59,843.9
3,2023:06:23 15:26:59,663.4
1,2023:06:23 15:27:59,493.5
2,2023:06:23 15:27:59,661.9
3,2023:06:23 15:27:59,106.5
1,2023:06:23 15:28:59,647.6
2,2023:06:23 15:28:59,726.8
3,2023:06:23 15:28:59,899.0
1,2023:06:23 15:29:59,102.1
2,2023:06:23 15:29:59,987.1
3,2023:06:23 15:29:59,387.2
1,2023:06:23 15:30:59,906.1
2,2023:06:23 15:30:59,39.0
3,2023:06:23 15:30:59,530.5
1,2023:06:23 15:31:59,9.7
2,2023:06:23 15:31:59,337.0
3,2023:06:23 15:31:59,680.6
1,2023:06:23 15:32:59,311.7
2,2023:06:23 15:32:59,18.3
3,2023:06:23 15:32:59,842.2
1,2023:06:23 15:33:59,809.0
2,2023:06:23 15:33:59,286.1
3,2023:06:23 15:33:59,143.3
1,2023:06:23 15:34:59,941.9
2,2023:06:23 15:34:59,228.6
3,2023:06:23 15:34:59,443.3
1,2023:06:23 15:35:59,707.5
2,2023:06:23 15:35:59,293.0
3,2023:06:23 15:35:59,592.5
1,2023:06:23 15:36:59,452.9
2,2023:06:23 15:36:59,313.2
3,2023:06:23 15:36:59,753.7
1,2023:06:23 15:37:59,832.6
2,2023:06:23 15:37:59,501.0
3,2023:06:23 15:37:59,959.8
1,2023:06:23 15:38:59,153.8
2,2023:06:23 15:38:59,473.6
3,2023:06:23 15:38:59,470.6
1,2023:06:23 15:39:59,125.7
2,2023:06:23 15:39:59,176.1
3,2023:06:23 15:39:59,613.9
1,2023:06:23 15:40:59,125.1
2,2023:06:23 15:40:59,843.3
3,2023:06:23 15:40:59,255.4
1,2023:06:23 15:41:59,853.9
2,2023:06:23 15:41:59,450.0
3,2023:06:23 15:41:59,299.4
1,2023:06:23 15:42:59,901.8
2,2023:06:23 15:42:59,951.3
3,2023:06:23 15:42:59,808.3
1,2023:06:23 15:43:59,993.1
2,2023:06:23 15:43:59,352.7
3,2023:06:23 15:43:59,488.4
1,2023:06:23 15:44:59,67.5
2,2023:06:23 15:44:59,980.7
3,2023:06:23 15:44:59,963.4
1,2023:06:23 15:45:59,328.5
2,2023:06:23 15:45:59,352.9
3,2023:06:23 15:45:59,240.2
1,2023:06:23 15:46:59,237.8
2,2023:06:23 15:46:59,145.6
3,2023:06:23 15:46:59,584.6
1,2023:06:23 15:47:59,686.0
2,2023:06:23 15:47:59,909.6
3,2023:06:23 15:47:59,807.2
1,2023:06:23 15:48:59,453.2
2,2023:06:23 15:48:59,865.4
3,2023:06:23 15:48:59,978.2
1,2023:06:23 15:49:59,892.2
2,2023:06:23 15:49:59,992.4
3,2023:06:23 15:49:59,867.9
1,2023:06:23 15:50:59,105.3
2,2023:06:23 15:50:59,124.4
3,2023:06:23 15:50:59,402.0
1,2023:06:23 15:51:59,478.5
2,2023:06:23 15:51:59,280.3
3,2023:06:23 15:51:59,3.6
1,2023:06:23 15:52:59,281.0
2,2023:06:23 15:52:59,106.5
3,2023:06:23 15:52:59,157.9
1,2023:06:23 15:53:59,415.1
2,2023:06:23 15:53:59,923.1
3,2023:06:23 15:53:59,521.5
1,2023:06:23 15:54:59,977.6
2,2023:06:23 15:54:59,498.9
3,2023:06:23 15:54:59,834.4
1,2023:06:23 15:55:59,926.0
2,2023:06:23 15:55:59,467.8
3,2023:06:23 15:55:59,560.1
1,2023:06:23 15:56:59,127.7
2,2023:06:23 15:56:59,398.4
3,2023:06:23 15:56:59,643.8
1,2023:06:23 15:57:59,301.2
2,2023:06:23 15:57:59,949.7
3,2023:06:23 15:57:59,235.7
1,2023:06:23 15:58:59,904.1
2,2023:06:23 15:58:59,158.6
3,2023:06:23 15:58:59,597.5
1,2023:06:23 15:59:59,228.2
2,2023:06:23 15:59:59,331.5
3,2023:06:23 15:59:59,22.8
1,2023:06:23 16:00:59,481.7
2,2023:06:23 16:00:59,396.9
3,2023:06:23 16:00:59,606.0
1,2023:06:23 16:01:59,125.9
2,2023:06:23 16:01:59,590.5
3,2023:06:23 16:01:59,224.7
1,2023:06:23 16:02:59,435.0
2,2023:06:23 16:02:59,375.1
3,2023:06:23 16:02:59,612.5
1,2023:06:23 16:03:59,914.0
2,2023:06:23 16:03:59,907.7
3,2023:06:23 16:03:59,915.9
1,2023:06:23 16:04:59,373.9
2,2023:06:23 16:04:59,699.6
3,2023:06:23 16:04:59,678.9
1,2023:06:23 16:05:59,203.9
2,2023:06:23 16:05:59,746.2
3,2023:06:23 16:05:59,751.0
1,2023:06:23 16:06:59,389.8
2,2023:06:23 16:06:59,368.8
3,2023:06:23 16:06:59,680.9
1,2023:06:23 16:07:59,692.1
2,2023:06:23 16:07:59,231.1
3,2023:06:23 16:07:59,149.5
1,2023:06:23 16:08:59,527.8
2,2023:06:23 16:08:59,273.0
3,2023:06:23 16:08:59,54.9
1,2023:06:23 16:09:59,183.9
2,2023:06:23 16:09:59,292.4
3,2023:06:23 16:09:59,222.2
1,2023:06:23 16:10:59,941.6
2,2023:06:23 16:10:59,932.2
3,2023:06:23 16:10:59,988.6
1,2023:06:23 16:11:59,812.4
2,2023:06:23 16:11:59,628.4
3,2023:06:23 16:11:59,17.2
1,2023:06:23 16:12:59,744.5
2,2023:06:23 16:12:59,170.0
3,2023:06:23 16:12:59,705.2
1,2023:06:23 16:13:59,261.7
2,2023:06:23 16:13:59,815.1
3,2023:06:23 16:13:59,860.5
1,2023:06:23 16:14:59,984.2
2,2023:06:23 16:14:59,203.9
3,2023:06:23 16:14:59,160.3
1,2023:06:23 16:15:59,779.6
2,2023:06:23 16:15:59,950.0
3,2023:06:23 16:15:59,373.1
1,2023:06:23 16:16:59,743.6
2,2023:06:23 16:16:59,883.6
3,2023:06:23 16:16:59,695.5
1,2023:06:23 16:17:59,106.3
2,2023:06:23 16:17:59,207.0
3,2023:06:23 16:17:59,787.7
1,2023:06:23 16:18:59,250.8
2,2023:06:23 16:18:59,186.7
3,2023:06:23 16:18:59,80.1
1,2023:06:23 16:19:59,765.0
2,2023:06:23 16:19:59,710.7
3,2023:06:23 16:19:59,86.3
1,2023:06:23 16:20:59,177.8
2,2023:06:23 16:20:59,177.7
3,2023:06:23 16:20:59,67.4
1,2023:06:23 16:21:59,92.9
2,2023:06:23 16:21:59,344.5
3,2023:06:23 16:21:59,870.7
1,2023:06:23 16:22:59,154.2
2,2023:06:23 16:22:59,103.1
3,2023:06:23 16:22:59,199.2
1,2023:06:23 16:23:59,558.9
2,2023:06:23 16:23:59,607.6
3,2023:06:23 16:23:59,362.7
1,2023:06:23 16:24:59,40.1
2,2023:06:23 16:24:59,741.3
3,2023:06:23 16:24:59,251.9
1,2023:06:23 16:25:59,935.8
2,2023:06:23 16:25:59,562.6
3,2023:06:23 16:25:59,169.9
1,2023:06:23 16:26:59,815.6
2,2023:06:23 16:26:59,182.8
3,2023:06:23 16:26:59,548.5
1,2023:06:23 16:27:59,408.1
2,2023:06:23 16:27:59,382.2
3,2023:06:23 16:27:59,30.9
1,2023:06:23 16:28:59,181.9
2,2023:06:23 16:28:59,507.6
3,2023:06:23 16:28:59,485.5
1,2023:06:23 16:29:59,315.5
2,2023:06:23 16:29:59,148.7
3,2023:06:23 16:29:59,334.9
1,2023:06:23 16:30:59,251.8
2,2023:06:23 16:30:59,975.7
3,2023:06:23 16:30:59,175.0
1,2023:06:23 16:31:59,581.4
2,2023:06:23 16:31:59,499.3
3,2023:06:23 16:31:59,384.4
1,2023:06:23 16:32:59,161.7
2,2023:06:23 16:32:59,984.1
3,2023:06:23 16:32:59,196.5
1,2023:06:23 16:33:59,594.9
2,2023:06:23 16:33:59,571.1
3,2023:06:23 16:33:59,792.0
1,2023:06:23 16:34:59,190.3
2,2023:06:23 16:34:59,784.0
3,2023:06:23 16:34:59,220.6
1,2023:06:23 16:35:59,7.8
2,2023:06:23 16:35:59,606.7
3,2023:06:23 16:35:59,674.1
1,2023:06:23 16:36:59,142.7
2,2023:06:23 16:36:59,435.1
3,2023:06:23 16:36:59,831.6
1,2023:06:23 16:37:59,215.0
2,2023:06:23 16:37:59,664.1
3,2023:06:23 16:37:59,65.0
1,2023:06:23 16:38:59,478.6
2,2023:06:23 16:38:59,306.8
3,2023:06:23 16:38:59,362.7
1,2023:06:23 16:39:59,830.5
2,2023:06:23 16:39:59,248.7
3,2023:06:23 16:39:59,844.8
1,2023:06:23 16:40:59,57.0
2,2023:06:23 16:40:59,262.4
3,2023:06:23 16:40:59,89.6
1,2023:06:23 16:41:59,867.8
2,2023:06:23 16:41:59,486.2
3,2023:06:23 16:41:59,76.0
1,2023:06:23 16:42:59,558.7
2,2023:06:23 16:42:59,92.0
3,2023:06:23 16:42:59,834.3
1,2023:06:23 16:43:59,221.1
2,2023:06:23 16:43:59,799.4
3,2023:06:23 16:43:59,610.0
1,2023:06:23 16:44:59,757.8
2,2023:06:23 16:44:59,426.1
3,2023:06:23 16:44:59,32.8
1,2023:06:23 16:45:59,37.4
2,2023:06:23 16:45:59,70.6
3,2023:06:23 16:45:59,767.7
1,2023:06:23 16:46:59,975.5
2,2023:06:23 16:46:59,887.9
3,2023:06:23 16:46:59,743.5
1,2023:06:23 16:47:59,296.3
2,2023:06:23 16:47:59,85.1
3,2023:06:23 16:47:59,458.4
1,2023:06:23 16:48:59,374.9
2,2023:06:23 16:48:59,250.9
3,2023:06:23 16:48:59,44.3
1,2023:06:23 16:49:59,4.5
2,2023:06:23 16:49:59,787.7
3,2023:06:23 16:49:59,891.6
1,2023:06:23 16:50:59,385.6
2,2023:06:23 16:50:59,489.4
3,2023:06:23 16:50:59,910.0
1,2023:06:23 16:51:59,483.2
2,2023:06:23 16:51:59,666.6
3,2023:06:23 16:51:59,684.7
1,2023:06:23 16:52:59,595.2
2,2023:06:23 16:52:59,460.6
3,2023:06:23 16:52:59,98.5
1,2023:06:23 16:53:59,907.3
2,2023:06:23 16:53:59,537.2
3,2023:06:23 16:53:59,306.6
1,2023:06:23 16:54:59,38.2
2,2023:06:23 16:54:59,172.1
3,2023:06:23 16:54:59,938.4
1,2023:06:23 16:55:59,174.4
2,2023:06:23 16:55:59,245.7
3,2023:06:23 16:55:59,41.2
1,2023:06:23 16:56:59,85.5
2,2023:06:23 16:56:59,784.8
3,2023:06:23 16:56:59,316.6
1,2023:06:23 16:57:59,952.5
2,2023:06:23 16:57:59,489.4
3,2023:06:23 16:57:59,630.7
1,2023:06:23 16:58:59,194.7
2,2023:06:23 16:58:59,307.6
3,2023:06:23 16:58:59,746.5
1,2023:06:23 16:59:59,18.9
2,2023:06:23 16:59:59,170.5
3,2023:06:23 16:59:59,101.0
1,2023:06:23 17:00:59,776.5
2,2023:06:23 17:00:59,982.0
3,2023:06:23 17:00:59,272.4
1,2023:06:23 17:01:59,370.9
2,2023:06:23 17:01:59,593.5
3,2023:06:23 17:01:59,589.3
1,2023:06:23 17:02:59,456.6
2,2023:06:23 17:02:59,254.8
3,2023:06:23 17:02:59,266.8
1,2023:06:23 17:03:59,690.5
2,2023:06:23 17:03:59,502.8
3,2023:06:23 17:03:59,928.3
1,2023:06:23 17:04:59,226.6
2,2023:06:23 17:04:59,621.9
3,2023:06:23 17:04:59,19.9
1,2023:06:23 17:05:59,211.1
2,2023:06:23 17:05:59,573.1
3,2023:06:23 17:05:59,906.3
1,2023:06:23 17:06:59,470.7
2,2023:06:23 17:06:59,119.8
3,2023:06:23 17:06:59,541.9
1,2023:06:23 17:07:59,479.4
2,2023:06:23 17:07:59,619.5
3,2023:06:23 17:07:59,149.3
1,2023:06:23 17:08:59,785.7
2,2023:06:23 17:08:59,471.6
3,2023:06:23 17:08:59,309.9
1,2023:06:23 17:09:59,563.8
2,2023:06:23 17:09:59,625.7
3,2023:06:23 17:09:59,78.2
1,2023:06:23 17:10:59,979.6
2,2023:06:23 17:10:59,479.1
3,2023:06:23 17:10:59,929.8
1,2023:06:23 17:11:59,549.3
2,2023:06:23 17:11:59,816.4
3,2023:06:23 17:11:59,16.8
1,2023:06:23 17:12:59,774.8
2,2023:06:23 17:12:59,829.1
3,2023:06:23 17:12:59,965.0
1,2023:06:23 17:13:59,312.8
2,2023:06:23 17:13:59,547.1
3,2023:06:23 17:13:59,877.4
1,2023:06:23 17:14:59,686.7
2,2023:06:23 17:14:59,659.0
3,2023:06:23 17:14:59,640.3
1,2023:06:23 17:15:59,204.1
2,2023:06:23 17:15:59,882.2
3,2023:06:23 17:15:59,563.2
1,2023:06:23 17:16:59,403.2
2,2023:06:23 17:16:59,647.5
3,2023:06:23 17:16:59,881.0
1,2023:06:23 17:17:59,4.0
2,2023:06:23 17:17:59,497.6
3,2023:06:23 17:17:59,927.9
1,2023:06:23 17:18:59,904.9
2,2023:06:23 17:18:59,666.1
3,2023:06:23 17:18:59,319.4
1,2023:06:23 17:19:59,8.8
2,2023:06:23 17:19:59,111.6
3,2023:06:23 17:19:59,434.2
