id,time,value,aqi,pollution
5,2023:07:02 02:00:00,9.7,40,Good
1,2023:07:02 02:00:00,393.2,421,Extremely hazardous
2,2023:07:02 02:00:00,38.4,107,Slightly unhealthy
3,2023:07:02 02:00:00,53.5,145,Slightly unhealthy
4,2023:07:02 02:00:00,41.6,115,Slightly unhealthy
5,2023:07:02 02:00:00,51.1,139,Slightly unhealthy
1,2023:07:02 02:00:00,39.5,110,Slightly unhealthy
2,2023:07:02 02:00:00,42.0,116,Slightly unhealthy
3,2023:07:02 02:00:00,460.9,455,Extremely hazardous
4,2023:07:02 02:00:00,50.7,138,Slightly unhealthy
5,2023:07:02 02:00:00,37.2,104,Slightly unhealthy
1,2023:07:02 02:00:00,54.8,148,Slightly unhealthy
2,2023:07:02 02:00:00,38.7,108,Slightly unhealthy
3,2023:07:02 02:00:00,49.1,134,Slightly unhealthy
4,2023:07:02 02:00:00,39.6,110,Slightly unhealthy
5,2023:07:02 02:00:00,199.3,249,Very unhealthy
1,2023:07:02 02:00:00,51.4,140,Slightly unhealthy
2,2023:07:02 02:00:00,34.6,98,Moderate
3,2023:07:02 02:00:00,8.6,36,Good
4,2023:07:02 02:00:00,42.4,117,Slightly unhealthy
5,2023:07:02 02:00:00,41.1,114,Slightly unhealthy
1,2023:07:02 02:00:00,45.5,125,Slightly unhealthy
2,2023:07:02 02:00:00,47.7,130,Slightly unhealthy
3,2023:07:02 02:00:00,215.5,265,Very unhealthy
4,2023:07:02 02:00:00,546.1,498,Extremely hazardous
5,2023:07:02 02:00:00,39.5,110,Slightly unhealthy
1,2023:07:02 02:00:00,50.5,138,Slightly unhealthy
2,2023:07:02 02:00:00,39.4,110,Slightly unhealthy
3,2023:07:02 02:00:00,54.9,148,Slightly unhealthy
4,2023:07:02 02:00:00,6.2,26,Good
5,2023:07:02 02:00:00,40.9,114,Slightly unhealthy
1,2023:07:02 02:00:00,11.5,48,Good
2,2023:07:02 02:00:00,166.3,216,Very unhealthy
3,2023:07:02 02:00:00,40.7,113,Slightly unhealthy
4,2023:07:02 02:00:00,47.7,130,Slightly unhealthy
5,2023:07:02 02:00:00,6.8,28,Good
1,2023:07:02 02:00:00,234.4,284,Very unhealthy
2,2023:07:02 02:00:00,48.0,131,Slightly unhealthy
3,2023:07:02 02:00:00,45.0,124,Slightly unhealthy
4,2023:07:02 02:00:00,193.8,243,Very unhealthy
5,2023:07:02 02:00:00,48.0,131,Slightly unhealthy
1,2023:07:02 02:00:00,38.5,108,Slightly unhealthy
2,2023:07:02 02:00:00,429.7,440,Extremely hazardous
3,2023:07:02 02:00:00,375.3,412,Extremely hazardous
4,2023:07:02 02:00:00,38.5,108,Slightly unhealthy
5,2023:07:02 02:00:00,387.4,418,Extremely hazardous
1,2023:07:02 02:00:00,50.1,136,Slightly unhealthy
2,2023:07:02 02:00:00,51.4,140,Slightly unhealthy
3,2023:07:02 02:00:00,510.9,480,Extremely hazardous
4,2023:07:02 02:00:00,43.2,119,Slightly unhealthy
5,2023:07:02 02:00:00,7.2,30,Good
1,2023:07:02 02:00:00,39.5,110,Slightly unhealthy
2,2023:07:02 02:00:00,37.5,105,Slightly unhealthy
3,2023:07:02 02:00:00,36.0,101,Slightly unhealthy
4,2023:07:02 02:00:00,48.5,132,Slightly unhealthy
5,2023:07:02 02:00:00,43.6,120,Slightly unhealthy
1,2023:07:02 02:00:00,44.6,123,Slightly unhealthy
2,2023:07:02 02:00:00,53.3,144,Slightly unhealthy
3,2023:07:02 02:00:00,46.0,126,Slightly unhealthy
4,2023:07:02 02:00:00,37.8,106,Slightly unhealthy
5,2023:07:02 02:00:00,43.8,121,Slightly unhealthy
1,2023:07:02 02:00:00,42.5,118,Slightly unhealthy
2,2023:07:02 02:00:00,253.2,303,Hazardous
3,2023:07:02 02:00:00,47.9,131,Slightly unhealthy
4,2023:07:02 02:00:00,16.7,60,Moderate
5,2023:07:02 02:00:00,539.9,495,Extremely hazardous
1,2023:07:02 02:00:00,45.0,124,Slightly unhealthy
2,2023:07:02 02:00:00,37.1,104,Slightly unhealthy
3,2023:07:02 02:00:00,37.8,106,Slightly unhealthy
4,2023:07:02 02:00:00,54.3,147,Slightly unhealthy
5,2023:07:02 02:00:00,42.0,116,Slightly unhealthy
1,2023:07:02 02:00:00,55.2,149,Slightly unhealthy
2,2023:07:02 02:00:00,166.1,216,Very unhealthy
3,2023:07:02 02:00:00,54.8,148,Slightly unhealthy
4,2023:07:02 02:00:00,36.3,102,Slightly unhealthy
5,2023:07:02 02:00:00,8.8,37,Good
1,2023:07:02 02:00:00,51.6,140,Slightly unhealthy
2,2023:07:02 02:00:00,38.5,108,Slightly unhealthy
3,2023:07:02 02:00:00,49.0,134,Slightly unhealthy
4,2023:07:02 02:00:00,395.5,422,Extremely hazardous
5,2023:07:02 02:00:00,455.7,453,Extremely hazardous
1,2023:07:02 02:00:00,55.5,150,Unhealthy
2,2023:07:02 02:00:00,41.2,114,Slightly unhealthy
3,2023:07:02 02:00:00,518.5,484,Extremely hazardous
4,2023:07:02 02:00:00,50.3,137,Slightly unhealthy
5,2023:07:02 02:00:00,37.6,105,Slightly unhealthy
1,2023:07:02 02:00:00,53.1,144,Slightly unhealthy
2,2023:07:02 02:00:00,7.2,30,Good
3,2023:07:02 02:00:00,403.9,427,Extremely hazardous
4,2023:07:02 02:00:00,52.2,142,Slightly unhealthy
5,2023:07:02 02:00:00,49.0,134,Slightly unhealthy
1,2023:07:02 02:00:00,52.6,143,Slightly unhealthy
2,2023:07:02 02:00:00,497.3,473,Extremely hazardous
3,2023:07:02 02:00:00,37.6,105,Slightly unhealthy
4,2023:07:02 02:00:00,48.9,134,Slightly unhealthy
5,2023:07:02 02:00:00,112.0,180,Unhealthy
1,2023:07:02 02:00:00,328.3,378,Hazardous
2,2023:07:02 02:00:00,45.4,125,Slightly unhealthy
3,2023:07:02 02:00:00,515.4,482,Extremely hazardous
4,2023:07:02 02:00:00,35.5,100,Slightly unhealthy
5,2023:07:02 02:00:00,11.2,47,Good
1,2023:07:02 02:00:00,382.6,416,Extremely hazardous
2,2023:07:02 02:00:00,35.8,101,Slightly unhealthy
3,2023:07:02 02:00:00,10.2,42,Good
4,2023:07:02 02:00:00,38.6,108,Slightly unhealthy
5,2023:07:02 02:00:00,41.8,116,Slightly unhealthy
1,2023:07:02 02:00:00,42.7,118,Slightly unhealthy
2,2023:07:02 02:00:00,51.2,139,Slightly unhealthy
3,2023:07:02 02:00:00,39.5,110,Slightly unhealthy
4,2023:07:02 02:00:00,40.8,113,Slightly unhealthy
5,2023:07:02 02:00:00,46.0,126,Slightly unhealthy
1,2023:07:02 02:00:00,43.5,120,Slightly unhealthy
2,2023:07:02 02:00:00,52.0,141,Slightly unhealthy
3,2023:07:02 02:00:00,54.7,148,Slightly unhealthy
4,2023:07:02 02:00:00,50.2,137,Slightly unhealthy
5,2023:07:02 02:00:00,49.8,136,Slightly unhealthy
1,2023:07:02 02:00:00,10.7,45,Good
2,2023:07:02 02:00:00,46.7,128,Slightly unhealthy
3,2023:07:02 02:00:00,45.9,126,Slightly unhealthy
4,2023:07:02 02:00:00,154.0,204,Very unhealthy
5,2023:07:02 02:00:00,429.6,440,Extremely hazardous
1,2023:07:02 02:00:00,52.4,142,Slightly unhealthy
2,2023:07:02 02:00:00,13.1,52,Moderate
3,2023:07:02 02:00:00,36.2,102,Slightly unhealthy
4,2023:07:02 02:00:00,51.1,139,Slightly unhealthy
5,2023:07:02 02:00:00,384.2,417,Extremely hazardous
1,2023:07:02 02:00:00,40.5,112,Slightly unhealthy
2,2023:07:02 02:00:00,43.6,120,Slightly unhealthy
3,2023:07:02 02:00:00,44.3,122,Slightly unhealthy
4,2023:07:02 02:00:00,37.0,104,Slightly unhealthy
5,2023:07:02 02:00:00,13.1,52,Moderate
1,2023:07:02 02:00:00,6.2,26,Good
2,2023:07:02 02:00:00,44.2,122,Slightly unhealthy
3,2023:07:02 02:00:00,487.2,468,Extremely hazardous
4,2023:07:02 02:00:00,51.4,140,Slightly unhealthy
5,2023:07:02 02:00:00,54.5,148,Slightly unhealthy
1,2023:07:02 02:00:00,11.3,47,Good
2,2023:07:02 02:00:00,284.9,334,Hazardous
3,2023:07:02 02:00:00,51.0,139,Slightly unhealthy
4,2023:07:02 02:00:00,21.7,71,Moderate
5,2023:07:02 02:00:00,42.9,118,Slightly unhealthy
1,2023:07:02 02:00:00,41.0,114,Slightly unhealthy
2,2023:07:02 02:00:00,394.3,422,Extremely hazardous
3,2023:07:02 02:00:00,9.0,38,Good
4,2023:07:02 02:00:00,42.6,118,Slightly unhealthy
5,2023:07:02 02:00:00,30.1,88,Moderate
1,2023:07:02 02:00:00,43.3,120,Slightly unhealthy
2,2023:07:02 02:00:00,38.2,107,Slightly unhealthy
3,2023:07:02 02:00:00,271.2,321,Hazardous
4,2023:07:02 02:00:00,36.0,101,Slightly unhealthy
5,2023:07:02 02:00:00,46.4,127,Slightly unhealthy
1,2023:07:02 02:00:00,8.7,36,Good
2,2023:07:02 02:00:00,211.7,261,Very unhealthy
3,2023:07:02 02:00:00,53.2,144,Slightly unhealthy
4,2023:07:02 02:00:00,48.6,133,Slightly unhealthy
5,2023:07:02 02:00:00,427.2,438,Extremely hazardous
1,2023:07:02 02:00:00,52.2,142,Slightly unhealthy
2,2023:07:02 02:00:00,35.8,101,Slightly unhealthy
3,2023:07:02 02:00:00,44.6,123,Slightly unhealthy
4,2023:07:02 02:00:00,5.6,23,Good
5,2023:07:02 02:00:00,52.3,142,Slightly unhealthy
1,2023:07:02 02:00:00,53.6,145,Slightly unhealthy
2,2023:07:02 02:00:00,40.0,111,Slightly unhealthy
3,2023:07:02 02:00:00,35.7,100,Slightly unhealthy
4,2023:07:02 02:00:00,214.0,264,Very unhealthy
5,2023:07:02 02:00:00,40.3,112,Slightly unhealthy
1,2023:07:02 02:00:00,52.6,143,Slightly unhealthy
2,2023:07:02 02:00:00,211.1,261,Very unhealthy
3,2023:07:02 02:00:00,46.0,126,Slightly unhealthy
4,2023:07:02 02:00:00,53.9,146,Slightly unhealthy
5,2023:07:02 02:00:00,47.9,131,Slightly unhealthy
1,2023:07:02 02:00:00,39.4,110,Slightly unhealthy
2,2023:07:02 02:00:00,39.2,109,Slightly unhealthy
3,2023:07:02 02:00:00,49.7,136,Slightly unhealthy
4,2023:07:02 02:00:00,44.9,124,Slightly unhealthy
5,2023:07:02 02:00:00,35.6,100,Slightly unhealthy
1,2023:07:02 02:00:00,176.9,226,Very unhealthy
2,2023:07:02 02:00:00,6.2,26,Good
3,2023:07:02 02:00:00,221.8,271,Very unhealthy
4,2023:07:02 02:00:00,55.4,150,Slightly unhealthy
5,2023:07:02 02:00:00,40.2,112,Slightly unhealthy
1,2023:07:02 02:00:00,9.8,41,Good
2,2023:07:02 02:00:00,55.4,150,Slightly unhealthy
3,2023:07:02 02:00:00,317.4,367,Hazardous
4,2023:07:02 02:00:00,39.0,109,Slightly unhealthy
5,2023:07:02 02:00:00,26.5,81,Moderate
1,2023:07:02 02:00:00,11.5,48,Good
2,2023:07:02 02:00:00,36.2,102,Slightly unhealthy
3,2023:07:02 02:00:00,50.8,138,Slightly unhealthy
4,2023:07:02 02:00:00,335.8,385,Hazardous
5,2023:07:02 02:00:00,43.6,120,Slightly unhealthy
1,2023:07:02 02:00:00,54.0,146,Slightly unhealthy
2,2023:07:02 02:00:00,41.8,116,Slightly unhealthy
3,2023:07:02 02:00:00,348.8,398,Hazardous
4,2023:07:02 02:00:00,476.3,463,Extremely hazardous
5,2023:07:02 02:00:00,36.7,103,Slightly unhealthy
1,2023:07:02 02:00:00,39.3,110,Slightly unhealthy
2,2023:07:02 02:00:00,235.9,285,Very unhealthy
3,2023:07:02 02:00:00,43.6,120,Slightly unhealthy
4,2023:07:02 02:00:00,39.0,109,Slightly unhealthy
5,2023:07:02 02:00:00,91.0,169,Unhealthy
1,2023:07:02 02:00:00,54.8,148,Slightly unhealthy
2,2023:07:02 02:00:00,43.8,121,Slightly unhealthy
3,2023:07:02 02:00:00,159.9,209,Very unhealthy
4,2023:07:02 02:00:00,199.0,248,Very unhealthy
5,2023:07:02 02:00:00,38.8,108,Slightly unhealthy
1,2023:07:02 02:00:00,6.6,28,Good
2,2023:07:02 02:00:00,43.9,121,Slightly unhealthy
3,2023:07:02 02:00:00,46.5,128,Slightly unhealthy
4,2023:07:02 02:00:00,41.6,115,Slightly unhealthy
5,2023:07:02 02:00:00,51.4,140,Slightly unhealthy
1,2023:07:02 02:00:00,436.7,443,Extremely hazardous
2,2023:07:02 02:00:00,52.1,142,Slightly unhealthy
3,2023:07:02 02:00:00,41.8,116,Slightly unhealthy
4,2023:07:02 02:00:00,48.2,132,Slightly unhealthy
5,2023:07:02 02:00:00,45.8,126,Slightly unhealthy
1,2023:07:02 02:00:00,43.1,119,Slightly unhealthy
2,2023:07:02 02:00:00,432.7,441,Extremely hazardous
3,2023:07:02 02:00:00,49.8,136,Slightly unhealthy
4,2023:07:02 02:00:00,42.3,117,Slightly unhealthy
5,2023:07:02 02:00:00,386.7,418,Extremely hazardous
1,2023:07:02 02:00:00,41.4,115,Slightly unhealthy
2,2023:07:02 02:00:00,35.6,100,Slightly unhealthy
3,2023:07:02 02:00:00,44.5,122,Slightly unhealthy
4,2023:07:02 02:00:00,41.1,114,Slightly unhealthy
5,2023:07:02 02:00:00,45.0,124,Slightly unhealthy
1,2023:07:02 02:00:00,50.5,138,Slightly unhealthy
2,2023:07:02 02:00:00,49.4,135,Slightly unhealthy
3,2023:07:02 02:00:00,45.8,126,Slightly unhealthy
4,2023:07:02 02:00:00,44.3,122,Slightly unhealthy
5,2023:07:02 02:00:00,7.9,33,Good
1,2023:07:02 02:00:00,46.8,128,Slightly unhealthy
2,2023:07:02 02:00:00,46.9,128,Slightly unhealthy
3,2023:07:02 02:00:00,40.8,113,Slightly unhealthy
4,2023:07:02 02:00:00,458.8,454,Extremely hazardous
5,2023:07:02 02:00:00,35.9,101,Slightly unhealthy
1,2023:07:02 02:00:00,408.9,429,Extremely hazardous
2,2023:07:02 02:00:00,39.9,111,Slightly unhealthy
3,2023:07:02 02:00:00,49.6,135,Slightly unhealthy
4,2023:07:02 02:00:00,411.0,430,Extremely hazardous
5,2023:07:02 02:00:00,38.0,106,Slightly unhealthy
1,2023:07:02 02:00:00,40.8,113,Slightly unhealthy
2,2023:07:02 02:00:00,54.4,147,Slightly unhealthy
3,2023:07:02 02:00:00,51.8,141,Slightly unhealthy
4,2023:07:02 02:00:00,45.2,124,Slightly unhealthy
5,2023:07:02 02:00:00,52.1,142,Slightly unhealthy
1,2023:07:02 02:00:00,7.1,30,Good
2,2023:07:02 02:00:00,41.0,114,Slightly unhealthy
3,2023:07:02 02:00:00,46.5,128,Slightly unhealthy
4,2023:07:02 02:00:00,39.3,110,Slightly unhealthy
5,2023:07:02 02:00:00,38.2,107,Slightly unhealthy
1,2023:07:02 02:00:00,11.5,48,Good
2,2023:07:02 02:00:00,6.7,28,Good
3,2023:07:02 02:00:00,49.4,135,Slightly unhealthy
4,2023:07:02 02:00:00,7.5,31,Good
5,2023:07:02 02:00:00,51.6,140,Slightly unhealthy
1,2023:07:02 02:00:00,42.3,117,Slightly unhealthy
2,2023:07:02 02:00:00,9.5,40,Good
3,2023:07:02 02:00:00,42.2,117,Slightly unhealthy
4,2023:07:02 02:00:00,35.8,101,Slightly unhealthy
5,2023:07:02 02:00:00,45.1,124,Slightly unhealthy
1,2023:07:02 02:00:00,38.0,106,Slightly unhealthy
2,2023:07:02 02:00:00,10.8,45,Good
3,2023:07:02 02:00:00,19.3,66,Moderate
4,2023:07:02 02:00:00,53.3,144,Slightly unhealthy
5,2023:07:02 02:00:00,420.2,435,Extremely hazardous
1,2023:07:02 02:00:00,53.7,146,Slightly unhealthy
2,2023:07:02 02:00:00,447.9,449,Extremely hazardous
3,2023:07:02 02:00:00,35.5,100,Slightly unhealthy
4,2023:07:02 02:00:00,10.6,44,Good
5,2023:07:02 02:00:00,39.8,111,Slightly unhealthy
1,2023:07:02 02:00:00,44.4,122,Slightly unhealthy
2,2023:07:02 02:00:00,11.2,47,Good
3,2023:07:02 02:00:00,41.9,116,Slightly unhealthy
4,2023:07:02 02:00:00,350.8,400,Extremely hazardous
5,2023:07:02 02:00:00,500.2,475,Extremely hazardous
1,2023:07:02 02:00:00,48.5,132,Slightly unhealthy
2,2023:07:02 02:00:00,51.4,140,Slightly unhealthy
3,2023:07:02 02:00:00,10.4,43,Good
4,2023:07:02 02:00:00,48.7,133,Slightly unhealthy
5,2023:07:02 02:00:00,460.3,455,Extremely hazardous
1,2023:07:02 02:00:00,195.0,244,Very unhealthy
2,2023:07:02 02:00:00,336.9,386,Hazardous
3,2023:07:02 02:00:00,51.6,140,Slightly unhealthy
4,2023:07:02 02:00:00,36.4,102,Slightly unhealthy
5,2023:07:02 02:00:00,52.6,143,Slightly unhealthy
1,2023:07:02 02:00:00,17.3,61,Moderate
2,2023:07:02 02:00:00,47.2,129,Slightly unhealthy
3,2023:07:02 02:00:00,418.6,434,Extremely hazardous
4,2023:07:02 02:00:00,22.1,72,Moderate
5,2023:07:02 02:00:00,47.6,130,Slightly unhealthy
1,2023:07:02 02:00:00,55.4,150,Slightly unhealthy
2,2023:07:02 02:00:00,6.1,25,Good
3,2023:07:02 02:00:00,49.6,135,Slightly unhealthy
4,2023:07:02 02:00:00,44.3,122,Slightly unhealthy
5,2023:07:02 02:00:00,51.5,140,Slightly unhealthy
1,2023:07:02 02:00:00,38.5,108,Slightly unhealthy
2,2023:07:02 02:00:00,48.5,132,Slightly unhealthy
3,2023:07:02 02:00:00,54.4,147,Slightly unhealthy
4,2023:07:02 02:00:00,49.3,134,Slightly unhealthy
5,2023:07:02 02:00:00,5.8,24,Good
1,2023:07:02 02:00:00,457.2,453,Extremely hazardous
2,2023:07:02 02:00:00,167.2,217,Very unhealthy
3,2023:07:02 02:00:00,9.2,38,Good
4,2023:07:02 02:00:00,54.8,148,Slightly unhealthy
5,2023:07:02 02:00:00,43.6,120,Slightly unhealthy
1,2023:07:02 02:00:00,6.5,27,Good
2,2023:07:02 02:00:00,38.9,108,Slightly unhealthy
3,2023:07:02 02:00:00,47.3,130,Slightly unhealthy
4,2023:07:02 02:00:00,438.1,444,Extremely hazardous
5,2023:07:02 02:00:00,52.6,143,Slightly unhealthy
1,2023:07:02 02:00:00,47.9,131,Slightly unhealthy
2,2023:07:02 02:00:00,49.5,135,Slightly unhealthy
3,2023:07:02 02:00:00,521.0,485,Extremely hazardous
4,2023:07:02 02:00:00,24.7,77,Moderate
5,2023:07:02 02:00:00,50.0,136,Slightly unhealthy
1,2023:07:02 02:00:00,367.7,409,Extremely hazardous
2,2023:07:02 02:00:00,10.3,43,Good
3,2023:07:02 02:00:00,43.3,120,Slightly unhealthy
4,2023:07:02 02:00:00,42.5,118,Slightly unhealthy
5,2023:07:02 02:00:00,531.0,490,Extremely hazardous
1,2023:07:02 02:00:00,451.3,450,Extremely hazardous
2,2023:07:02 02:00:00,39.1,109,Slightly unhealthy
3,2023:07:02 02:00:00,53.6,145,Slightly unhealthy
4,2023:07:02 02:00:00,497.2,473,Extremely hazardous
5,2023:07:02 02:00:00,49.6,135,Slightly unhealthy
1,2023:07:02 02:00:00,49.1,134,Slightly unhealthy
2,2023:07:02 02:00:00,161.9,211,Very unhealthy
3,2023:07:02 02:00:00,48.9,134,Slightly unhealthy
4,2023:07:02 02:00:00,52.3,142,Slightly unhealthy
5,2023:07:02 02:00:00,55.3,150,Slightly unhealthy
1,2023:07:02 02:00:00,52.7,143,Slightly unhealthy
2,2023:07:02 02:00:00,521.7,486,Extremely hazardous
3,2023:07:02 02:00:00,46.1,126,Slightly unhealthy
4,2023:07:02 02:00:00,41.4,115,Slightly unhealthy
5,2023:07:02 02:00:00,47.1,129,Slightly unhealthy
1,2023:07:02 02:00:00,168.6,218,Very unhealthy
2,2023:07:02 02:00:00,163.1,213,Very unhealthy
3,2023:07:02 02:00:00,35.6,100,Slightly unhealthy
4,2023:07:02 02:00:00,42.5,118,Slightly unhealthy
5,2023:07:02 02:00:00,53.1,144,Slightly unhealthy
1,2023:07:02 02:00:00,45.7,126,Slightly unhealthy
2,2023:07:02 02:00:00,52.8,143,Slightly unhealthy
3,2023:07:02 02:00:00,54.1,146,Slightly unhealthy
4,2023:07:02 02:00:00,51.1,139,Slightly unhealthy
5,2023:07:02 02:00:00,38.7,108,Slightly unhealthy
1,2023:07:02 02:00:00,10.8,45,Good
2,2023:07:02 02:00:00,45.0,124,Slightly unhealthy
3,2023:07:02 02:00:00,48.0,131,Slightly unhealthy
4,2023:07:02 02:00:00,43.2,119,Slightly unhealthy
5,2023:07:02 02:00:00,39.1,109,Slightly unhealthy
1,2023:07:02 02:00:00,42.9,118,Slightly unhealthy
2,2023:07:02 02:00:00,10.9,45,Good
3,2023:07:02 02:00:00,38.0,106,Slightly unhealthy
4,2023:07:02 02:00:00,49.5,135,Slightly unhealthy
5,2023:07:02 02:00:00,44.6,123,Slightly unhealthy
1,2023:07:02 02:00:00,51.0,139,Slightly unhealthy
2,2023:07:02 02:00:00,49.8,136,Slightly unhealthy
3,2023:07:02 02:00:00,53.6,145,Slightly unhealthy
4,2023:07:02 02:00:00,37.9,106,Slightly unhealthy
5,2023:07:02 02:00:00,11.5,48,Good
1,2023:07:02 02:00:00,50.7,138,Slightly unhealthy
2,2023:07:02 02:00:00,523.8,487,Extremely hazardous
3,2023:07:02 02:00:00,44.7,123,Slightly unhealthy
4,2023:07:02 02:00:00,38.3,107,Slightly unhealthy
5,2023:07:02 02:00:00,37.8,106,Slightly unhealthy
1,2023:07:02 02:00:00,222.6,272,Very unhealthy
2,2023:07:02 02:00:00,47.4,130,Slightly unhealthy
3,2023:07:02 02:00:00,48.0,131,Slightly unhealthy
4,2023:07:02 02:00:00,34.3,97,Moderate
5,2023:07:02 02:00:00,50.5,138,Slightly unhealthy
1,2023:07:02 02:00:00,41.9,116,Slightly unhealthy
2,2023:07:02 02:00:00,16.3,59,Moderate
3,2023:07:02 02:00:00,38.3,107,Slightly unhealthy
4,2023:07:02 02:00:00,39.7,110,Slightly unhealthy
5,2023:07:02 02:00:00,51.7,140,Slightly unhealthy
1,2023:07:02 02:00:00,48.1,132,Slightly unhealthy
2,2023:07:02 02:00:00,44.7,123,Slightly unhealthy
3,2023:07:02 02:00:00,47.3,130,Slightly unhealthy
4,2023:07:02 02:00:00,45.7,126,Slightly unhealthy
5,2023:07:02 02:00:00,53.4,145,Slightly unhealthy
1,2023:07:02 02:00:00,9.1,38,Good
2,2023:07:02 02:00:00,46.6,128,Slightly unhealthy
3,2023:07:02 02:00:00,305.6,355,Hazardous
4,2023:07:02 02:00:00,7.7,32,Good
5,2023:07:02 02:00:00,48.3,132,Slightly unhealthy
1,2023:07:02 02:00:00,37.0,104,Slightly unhealthy
2,2023:07:02 02:00:00,54.1,146,Slightly unhealthy
3,2023:07:02 02:00:00,47.5,130,Slightly unhealthy
4,2023:07:02 02:00:00,9.1,38,Good
5,2023:07:02 02:00:00,5.6,23,Good
1,2023:07:02 02:00:00,36.0,101,Slightly unhealthy
2,2023:07:02 02:00:00,51.2,139,Slightly unhealthy
3,2023:07:02 02:00:00,311.2,361,Hazardous
4,2023:07:02 02:00:00,39.2,109,Slightly unhealthy
5,2023:07:02 02:00:00,244.5,294,Very unhealthy
1,2023:07:02 02:00:00,50.6,138,Slightly unhealthy
2,2023:07:02 02:00:00,6.2,26,Good
3,2023:07:02 02:00:00,53.7,146,Slightly unhealthy
4,2023:07:02 02:00:00,35.6,100,Slightly unhealthy
5,2023:07:02 02:00:00,36.1,102,Slightly unhealthy
1,2023:07:02 02:00:00,6.0,25,Good
2,2023:07:02 02:00:00,40.5,112,Slightly unhealthy
3,2023:07:02 02:00:00,49.9,136,Slightly unhealthy
4,2023:07:02 02:00:00,49.8,136,Slightly unhealthy
5,2023:07:02 02:00:00,10.1,42,Good
1,2023:07:02 02:00:00,475.5,462,Extremely hazardous
2,2023:07:02 02:00:00,54.6,148,Slightly unhealthy
3,2023:07:02 02:00:00,49.9,136,Slightly unhealthy
4,2023:07:02 02:00:00,49.8,136,Slightly unhealthy
5,2023:07:02 02:00:00,47.3,130,Slightly unhealthy
1,2023:07:02 02:00:00,54.2,147,Slightly unhealthy
2,2023:07:02 02:00:00,39.8,111,Slightly unhealthy
3,2023:07:02 02:00:00,44.8,123,Slightly unhealthy
4,2023:07:02 02:00:00,47.5,130,Slightly unhealthy
5,2023:07:02 02:00:00,10.6,44,Good
1,2023:07:02 02:00:00,379.9,415,Extremely hazardous
2,2023:07:02 02:00:00,51.4,140,Slightly unhealthy
3,2023:07:02 02:00:00,5.1,21,Good
4,2023:07:02 02:00:00,48.5,132,Slightly unhealthy
5,2023:07:02 02:00:00,50.5,138,Slightly unhealthy
1,2023:07:02 02:00:00,54.7,148,Slightly unhealthy
2,2023:07:02 02:00:00,371.3,410,Extremely hazardous
3,2023:07:02 02:00:00,428.7,439,Extremely hazardous
4,2023:07:02 02:00:00,39.6,110,Slightly unhealthy
5,2023:07:02 02:00:00,49.0,134,Slightly unhealthy
1,2023:07:02 02:00:00,39.0,109,Slightly unhealthy
2,2023:07:02 02:00:00,7.9,33,Good
3,2023:07:02 02:00:00,40.7,113,Slightly unhealthy
4,2023:07:02 02:00:00,55.5,150,Unhealthy
5,2023:07:02 02:00:00,35.9,101,Slightly unhealthy
1,2023:07:02 02:00:00,512.0,481,Extremely hazardous
2,2023:07:02 02:00:00,51.9,141,Slightly unhealthy
3,2023:07:02 02:00:00,190.7,240,Very unhealthy
4,2023:07:02 02:00:00,45.7,126,Slightly unhealthy
5,2023:07:02 02:00:00,39.5,110,Slightly unhealthy
1,2023:07:02 02:00:00,42.5,118,Slightly unhealthy
2,2023:07:02 02:00:00,51.4,140,Slightly unhealthy
3,2023:07:02 02:00:00,42.8,118,Slightly unhealthy
4,2023:07:02 02:00:00,41.4,115,Slightly unhealthy
5,2023:07:02 02:00:00,49.8,136,Slightly unhealthy
1,2023:07:02 02:00:00,184.5,234,Very unhealthy
2,2023:07:02 02:00:00,356.9,403,Extremely hazardous
3,2023:07:02 02:00:00,5.4,22,Good
4,2023:07:02 02:00:00,245.9,295,Very unhealthy
5,2023:07:02 02:00:00,41.4,115,Slightly unhealthy
1,2023:07:02 02:00:00,39.0,109,Slightly unhealthy
2,2023:07:02 02:00:00,83.1,164,Unhealthy
3,2023:07:02 02:00:00,42.5,118,Slightly unhealthy
4,2023:07:02 02:00:00,35.6,100,Slightly unhealthy
5,2023:07:02 02:00:00,11.4,48,Good
1,2023:07:02 02:00:00,39.3,110,Slightly unhealthy
2,2023:07:02 02:00:00,39.2,109,Slightly unhealthy
3,2023:07:02 02:00:00,41.5,115,Slightly unhealthy
4,2023:07:02 02:00:00,45.9,126,Slightly unhealthy
5,2023:07:02 02:00:00,38.8,108,Slightly unhealthy
1,2023:07:02 02:00:00,361.5,406,Extremely hazardous
2,2023:07:02 02:00:00,372.1,411,Extremely hazardous
3,2023:07:02 02:00:00,383.2,416,Extremely hazardous
4,2023:07:02 02:00:00,383.6,417,Extremely hazardous
5,2023:07:02 02:00:00,43.2,119,Slightly unhealthy
1,2023:07:02 02:00:00,151.0,200,Very unhealthy
2,2023:07:02 02:00:00,37.6,105,Slightly unhealthy
3,2023:07:02 02:00:00,55.4,150,Slightly unhealthy
4,2023:07:02 02:00:00,365.3,407,Extremely hazardous
5,2023:07:02 02:00:00,43.1,119,Slightly unhealthy
1,2023:07:02 02:00:00,9.6,40,Good
2,2023:07:02 02:00:00,47.1,129,Slightly unhealthy
3,2023:07:02 02:00:00,55.0,149,Slightly unhealthy
