id,time,value
1,2023:07:16 01:54:39,72.3
2,2023:07:16 01:54:39,63.4
3,2023:07:16 01:54:39,146.6
4,2023:07:16 01:54:39,303.9
5,2023:07:16 01:54:39,250.5
6,2023:07:16 01:54:39,92.9
7,2023:07:16 01:54:39,18.4
8,2023:07:16 01:54:39,126.8
9,2023:07:16 01:54:39,32.1
10,2023:07:16 01:54:39,301.7
1,2023:07:16 02:09:39,110.6
2,2023:07:16 02:09:39,143.9
3,2023:07:16 02:09:39,81.2
4,2023:07:16 02:09:39,102.6
5,2023:07:16 02:09:39,141.9
6,2023:07:16 02:09:39,123.9
7,2023:07:16 02:09:39,145.7
8,2023:07:16 02:09:39,33.7
9,2023:07:16 02:09:39,100.9
10,2023:07:16 02:09:39,56.2
1,2023:07:16 02:24:39,442.4
2,2023:07:16 02:24:39,46.9
3,2023:07:16 02:24:39,148.3
4,2023:07:16 02:24:39,12.0
5,2023:07:16 02:24:39,271.7
6,2023:07:16 02:24:39,56.4
7,2023:07:16 02:24:39,62.3
8,2023:07:16 02:24:39,132.6
9,2023:07:16 02:24:39,46.8
10,2023:07:16 02:24:39,109.0
1,2023:07:16 02:39:39,118.6
2,2023:07:16 02:39:39,148.9
3,2023:07:16 02:39:39,40.6
4,2023:07:16 02:39:39,58.4
5,2023:07:16 02:39:39,111.5
6,2023:07:16 02:39:39,100.5
7,2023:07:16 02:39:39,141.8
8,2023:07:16 02:39:39,143.9
9,2023:07:16 02:39:39,85.6
10,2023:07:16 02:39:39,146.1
1,2023:07:16 02:54:39,147.0
2,2023:07:16 02:54:39,268.4
3,2023:07:16 02:54:39,25.7
4,2023:07:16 02:54:39,89.3
5,2023:07:16 02:54:39,80.8
6,2023:07:16 02:54:39,329.5
7,2023:07:16 02:54:39,37.3
8,2023:07:16 02:54:39,114.2
9,2023:07:16 02:54:39,126.9
10,2023:07:16 02:54:39,145.9
1,2023:07:16 03:09:39,64.4
2,2023:07:16 03:09:39,127.3
3,2023:07:16 03:09:39,97.3
4,2023:07:16 03:09:39,136.0
5,2023:07:16 03:09:39,102.0
6,2023:07:16 03:09:39,115.7
7,2023:07:16 03:09:39,111.2
8,2023:07:16 03:09:39,215.6
9,2023:07:16 03:09:39,302.6
10,2023:07:16 03:09:39,309.2
1,2023:07:16 03:24:39,512.0
2,2023:07:16 03:24:39,62.8
3,2023:07:16 03:24:39,125.8
4,2023:07:16 03:24:39,73.4
5,2023:07:16 03:24:39,139.5
6,2023:07:16 03:24:39,104.8
7,2023:07:16 03:24:39,99.1
8,2023:07:16 03:24:39,12.7
9,2023:07:16 03:24:39,123.5
10,2023:07:16 03:24:39,132.2
1,2023:07:16 03:39:39,74.6
2,2023:07:16 03:39:39,415.7
3,2023:07:16 03:39:39,62.6
4,2023:07:16 03:39:39,67.3
5,2023:07:16 03:39:39,69.0
6,2023:07:16 03:39:39,178.6
7,2023:07:16 03:39:39,61.4
8,2023:07:16 03:39:39,146.0
9,2023:07:16 03:39:39,71.7
10,2023:07:16 03:39:39,19.1
1,2023:07:16 03:54:39,147.9
2,2023:07:16 03:54:39,77.5
3,2023:07:16 03:54:39,112.9
4,2023:07:16 03:54:39,98.5
5,2023:07:16 03:54:39,121.6
6,2023:07:16 03:54:39,86.0
7,2023:07:16 03:54:39,56.0
8,2023:07:16 03:54:39,100.2
9,2023:07:16 03:54:39,22.1
10,2023:07:16 03:54:39,107.4
1,2023:07:16 04:09:39,22.2
2,2023:07:16 04:09:39,27.1
3,2023:07:16 04:09:39,81.4
4,2023:07:16 04:09:39,31.1
5,2023:07:16 04:09:39,117.8
6,2023:07:16 04:09:39,213.9
7,2023:07:16 04:09:39,201.5
8,2023:07:16 04:09:39,98.8
9,2023:07:16 04:09:39,75.4
10,2023:07:16 04:09:39,85.3
1,2023:07:16 04:24:39,118.7
2,2023:07:16 04:24:39,126.1
3,2023:07:16 04:24:39,114.2
4,2023:07:16 04:24:39,106.8
5,2023:07:16 04:24:39,76.1
6,2023:07:16 04:24:39,208.9
7,2023:07:16 04:24:39,100.7
8,2023:07:16 04:24:39,15.7
9,2023:07:16 04:24:39,86.2
10,2023:07:16 04:24:39,23.8
1,2023:07:16 04:39:39,88.1
2,2023:07:16 04:39:39,95.2
3,2023:07:16 04:39:39,102.6
4,2023:07:16 04:39:39,121.8
5,2023:07:16 04:39:39,344.9
6,2023:07:16 04:39:39,59.8
7,2023:07:16 04:39:39,65.2
8,2023:07:16 04:39:39,112.2
9,2023:07:16 04:39:39,439.7
10,2023:07:16 04:39:39,140.2
1,2023:07:16 04:54:39,146.1
2,2023:07:16 04:54:39,120.3
3,2023:07:16 04:54:39,116.4
4,2023:07:16 04:54:39,139.1
5,2023:07:16 04:54:39,67.6
6,2023:07:16 04:54:39,22.3
7,2023:07:16 04:54:39,110.8
8,2023:07:16 04:54:39,132.1
9,2023:07:16 04:54:39,96.8
10,2023:07:16 04:54:39,101.7
1,2023:07:16 05:09:39,80.6
2,2023:07:16 05:09:39,104.5
3,2023:07:16 05:09:39,122.2
4,2023:07:16 05:09:39,426.1
5,2023:07:16 05:09:39,139.2
6,2023:07:16 05:09:39,68.2
7,2023:07:16 05:09:39,136.6
8,2023:07:16 05:09:39,86.7
9,2023:07:16 05:09:39,92.0
10,2023:07:16 05:09:39,99.5
1,2023:07:16 05:24:39,63.6
2,2023:07:16 05:24:39,62.5
3,2023:07:16 05:24:39,123.4
4,2023:07:16 05:24:39,128.8
5,2023:07:16 05:24:39,84.7
6,2023:07:16 05:24:39,362.3
7,2023:07:16 05:24:39,85.0
8,2023:07:16 05:24:39,107.0
9,2023:07:16 05:24:39,57.4
10,2023:07:16 05:24:39,74.1
1,2023:07:16 05:39:39,65.6
2,2023:07:16 05:39:39,74.3
3,2023:07:16 05:39:39,119.9
4,2023:07:16 05:39:39,71.1
5,2023:07:16 05:39:39,43.1
6,2023:07:16 05:39:39,84.2
7,2023:07:16 05:39:39,57.4
8,2023:07:16 05:39:39,108.4
9,2023:07:16 05:39:39,115.0
10,2023:07:16 05:39:39,118.0
1,2023:07:16 05:54:39,122.5
2,2023:07:16 05:54:39,33.6
3,2023:07:16 05:54:39,50.0
4,2023:07:16 05:54:39,10.3
5,2023:07:16 05:54:39,98.8
6,2023:07:16 05:54:39,14.9
7,2023:07:16 05:54:39,400.5
8,2023:07:16 05:54:39,112.2
9,2023:07:16 05:54:39,69.5
10,2023:07:16 05:54:39,145.8
1,2023:07:16 06:09:39,184.0
2,2023:07:16 06:09:39,211.9
3,2023:07:16 06:09:39,14.4
4,2023:07:16 06:09:39,62.5
5,2023:07:16 06:09:39,502.2
6,2023:07:16 06:09:39,117.0
7,2023:07:16 06:09:39,77.8
8,2023:07:16 06:09:39,103.3
9,2023:07:16 06:09:39,75.1
10,2023:07:16 06:09:39,83.7
1,2023:07:16 06:24:39,119.7
2,2023:07:16 06:24:39,114.5
3,2023:07:16 06:24:39,144.6
4,2023:07:16 06:24:39,100.9
5,2023:07:16 06:24:39,99.5
6,2023:07:16 06:24:39,130.1
7,2023:07:16 06:24:39,94.9
8,2023:07:16 06:24:39,66.7
9,2023:07:16 06:24:39,190.8
10,2023:07:16 06:24:39,102.9
1,2023:07:16 06:39:39,18.5
2,2023:07:16 06:39:39,107.6
3,2023:07:16 06:39:39,200.4
4,2023:07:16 06:39:39,92.1
5,2023:07:16 06:39:39,17.5
6,2023:07:16 06:39:39,253.1
7,2023:07:16 06:39:39,108.6
8,2023:07:16 06:39:39,59.9
9,2023:07:16 06:39:39,256.8
10,2023:07:16 06:39:39,114.6
1,2023:07:16 06:54:39,296.0
2,2023:07:16 06:54:39,112.0
3,2023:07:16 06:54:39,134.5
4,2023:07:16 06:54:39,128.3
5,2023:07:16 06:54:39,75.7
6,2023:07:16 06:54:39,100.4
7,2023:07:16 06:54:39,74.0
8,2023:07:16 06:54:39,107.1
9,2023:07:16 06:54:39,100.2
10,2023:07:16 06:54:39,147.6
1,2023:07:16 07:09:39,236.0
2,2023:07:16 07:09:39,65.3
3,2023:07:16 07:09:39,32.3
4,2023:07:16 07:09:39,80.4
5,2023:07:16 07:09:39,89.0
6,2023:07:16 07:09:39,322.2
7,2023:07:16 07:09:39,118.4
8,2023:07:16 07:09:39,347.0
9,2023:07:16 07:09:39,80.0
10,2023:07:16 07:09:39,143.4
1,2023:07:16 07:24:39,22.8
2,2023:07:16 07:24:39,102.4
3,2023:07:16 07:24:39,109.4
4,2023:07:16 07:24:39,183.6
5,2023:07:16 07:24:39,115.9
6,2023:07:16 07:24:39,325.1
7,2023:07:16 07:24:39,172.5
8,2023:07:16 07:24:39,139.9
9,2023:07:16 07:24:39,121.8
10,2023:07:16 07:24:39,60.5
1,2023:07:16 07:39:39,62.2
2,2023:07:16 07:39:39,117.7
3,2023:07:16 07:39:39,346.5
4,2023:07:16 07:39:39,76.1
5,2023:07:16 07:39:39,27.7
6,2023:07:16 07:39:39,135.1
7,2023:07:16 07:39:39,13.1
8,2023:07:16 07:39:39,302.3
9,2023:07:16 07:39:39,60.7
10,2023:07:16 07:39:39,130.6
1,2023:07:16 07:54:39,102.6
2,2023:07:16 07:54:39,525.4
3,2023:07:16 07:54:39,144.7
4,2023:07:16 07:54:39,110.0
5,2023:07:16 07:54:39,98.1
6,2023:07:16 07:54:39,64.4
7,2023:07:16 07:54:39,172.8
8,2023:07:16 07:54:39,110.6
9,2023:07:16 07:54:39,70.5
10,2023:07:16 07:54:39,133.2
1,2023:07:16 08:09:39,143.4
2,2023:07:16 08:09:39,203.9
3,2023:07:16 08:09:39,125.5
4,2023:07:16 08:09:39,140.2
5,2023:07:16 08:09:39,139.8
6,2023:07:16 08:09:39,125.4
7,2023:07:16 08:09:39,206.2
8,2023:07:16 08:09:39,90.2
9,2023:07:16 08:09:39,57.9
10,2023:07:16 08:09:39,92.2
1,2023:07:16 08:24:39,103.0
2,2023:07:16 08:24:39,348.8
3,2023:07:16 08:24:39,147.8
4,2023:07:16 08:24:39,117.1
5,2023:07:16 08:24:39,10.5
6,2023:07:16 08:24:39,127.1
7,2023:07:16 08:24:39,83.2
8,2023:07:16 08:24:39,446.5
9,2023:07:16 08:24:39,91.2
10,2023:07:16 08:24:39,276.7
1,2023:07:16 08:39:39,276.7
2,2023:07:16 08:39:39,35.1
3,2023:07:16 08:39:39,20.9
4,2023:07:16 08:39:39,85.7
5,2023:07:16 08:39:39,47.9
6,2023:07:16 08:39:39,120.9
7,2023:07:16 08:39:39,56.4
8,2023:07:16 08:39:39,89.4
9,2023:07:16 08:39:39,108.6
10,2023:07:16 08:39:39,119.0
1,2023:07:16 08:54:39,97.9
2,2023:07:16 08:54:39,117.9
3,2023:07:16 08:54:39,264.2
4,2023:07:16 08:54:39,106.0
5,2023:07:16 08:54:39,27.1
6,2023:07:16 08:54:39,97.5
7,2023:07:16 08:54:39,107.4
8,2023:07:16 08:54:39,78.8
9,2023:07:16 08:54:39,114.3
10,2023:07:16 08:54:39,332.3
1,2023:07:16 09:09:39,94.5
2,2023:07:16 09:09:39,149.2
3,2023:07:16 09:09:39,67.1
4,2023:07:16 09:09:39,136.6
5,2023:07:16 09:09:39,200.3
6,2023:07:16 09:09:39,76.1
7,2023:07:16 09:09:39,100.5
8,2023:07:16 09:09:39,72.2
9,2023:07:16 09:09:39,31.7
10,2023:07:16 09:09:39,387.5
1,2023:07:16 09:24:39,148.0
2,2023:07:16 09:24:39,80.6
3,2023:07:16 09:24:39,100.2
4,2023:07:16 09:24:39,91.5
5,2023:07:16 09:24:39,95.6
6,2023:07:16 09:24:39,24.0
7,2023:07:16 09:24:39,67.6
8,2023:07:16 09:24:39,60.0
9,2023:07:16 09:24:39,140.1
10,2023:07:16 09:24:39,14.3
1,2023:07:16 09:39:39,337.2
2,2023:07:16 09:39:39,85.7
3,2023:07:16 09:39:39,135.2
4,2023:07:16 09:39:39,188.4
5,2023:07:16 09:39:39,486.6
6,2023:07:16 09:39:39,145.6
7,2023:07:16 09:39:39,125.6
8,2023:07:16 09:39:39,67.9
9,2023:07:16 09:39:39,101.6
10,2023:07:16 09:39:39,75.8
1,2023:07:16 09:54:39,17.6
2,2023:07:16 09:54:39,134.7
3,2023:07:16 09:54:39,199.1
4,2023:07:16 09:54:39,157.2
5,2023:07:16 09:54:39,141.7
6,2023:07:16 09:54:39,135.5
7,2023:07:16 09:54:39,57.6
8,2023:07:16 09:54:39,63.7
9,2023:07:16 09:54:39,105.7
10,2023:07:16 09:54:39,42.1
1,2023:07:16 10:09:39,148.6
2,2023:07:16 10:09:39,56.1
3,2023:07:16 10:09:39,294.3
4,2023:07:16 10:09:39,136.1
5,2023:07:16 10:09:39,88.4
6,2023:07:16 10:09:39,60.1
7,2023:07:16 10:09:39,95.5
8,2023:07:16 10:09:39,69.6
9,2023:07:16 10:09:39,75.0
10,2023:07:16 10:09:39,136.2
1,2023:07:16 10:24:39,21.3
2,2023:07:16 10:24:39,148.3
3,2023:07:16 10:24:39,20.6
4,2023:07:16 10:24:39,73.4
5,2023:07:16 10:24:39,192.1
6,2023:07:16 10:24:39,63.1
7,2023:07:16 10:24:39,211.3
8,2023:07:16 10:24:39,135.1
9,2023:07:16 10:24:39,408.3
10,2023:07:16 10:24:39,33.9
1,2023:07:16 10:39:39,101.8
2,2023:07:16 10:39:39,93.4
3,2023:07:16 10:39:39,57.4
4,2023:07:16 10:39:39,27.9
5,2023:07:16 10:39:39,95.0
6,2023:07:16 10:39:39,136.1
7,2023:07:16 10:39:39,148.0
8,2023:07:16 10:39:39,219.2
9,2023:07:16 10:39:39,77.9
10,2023:07:16 10:39:39,95.9
1,2023:07:16 10:54:39,117.6
2,2023:07:16 10:54:39,207.9
3,2023:07:16 10:54:39,137.5
4,2023:07:16 10:54:39,336.6
5,2023:07:16 10:54:39,19.0
6,2023:07:16 10:54:39,132.4
7,2023:07:16 10:54:39,67.8
8,2023:07:16 10:54:39,20.6
9,2023:07:16 10:54:39,288.1
10,2023:07:16 10:54:39,22.0
1,2023:07:16 11:09:39,58.4
2,2023:07:16 11:09:39,140.2
3,2023:07:16 11:09:39,73.6
4,2023:07:16 11:09:39,147.8
5,2023:07:16 11:09:39,207.2
6,2023:07:16 11:09:39,142.6
7,2023:07:16 11:09:39,78.1
8,2023:07:16 11:09:39,117.4
9,2023:07:16 11:09:39,91.4
10,2023:07:16 11:09:39,73.2
1,2023:07:16 11:24:39,42.2
2,2023:07:16 11:24:39,74.9
3,2023:07:16 11:24:39,28.5
4,2023:07:16 11:24:39,22.1
5,2023:07:16 11:24:39,93.6
6,2023:07:16 11:24:39,15.9
7,2023:07:16 11:24:39,144.2
8,2023:07:16 11:24:39,32.1
9,2023:07:16 11:24:39,20.0
10,2023:07:16 11:24:39,105.4
1,2023:07:16 11:39:39,106.9
2,2023:07:16 11:39:39,112.8
3,2023:07:16 11:39:39,73.4
4,2023:07:16 11:39:39,169.3
5,2023:07:16 11:39:39,378.1
6,2023:07:16 11:39:39,102.9
7,2023:07:16 11:39:39,358.8
8,2023:07:16 11:39:39,273.1
9,2023:07:16 11:39:39,109.5
10,2023:07:16 11:39:39,212.7
1,2023:07:16 11:54:39,79.3
2,2023:07:16 11:54:39,540.2
3,2023:07:16 11:54:39,32.5
4,2023:07:16 11:54:39,123.3
5,2023:07:16 11:54:39,77.6
6,2023:07:16 11:54:39,118.9
7,2023:07:16 11:54:39,147.1
8,2023:07:16 11:54:39,133.7
9,2023:07:16 11:54:39,28.9
10,2023:07:16 11:54:39,18.9
1,2023:07:16 12:09:39,315.5
2,2023:07:16 12:09:39,149.4
3,2023:07:16 12:09:39,66.1
4,2023:07:16 12:09:39,320.8
5,2023:07:16 12:09:39,62.4
6,2023:07:16 12:09:39,144.8
7,2023:07:16 12:09:39,72.8
8,2023:07:16 12:09:39,97.6
9,2023:07:16 12:09:39,118.2
10,2023:07:16 12:09:39,72.4
1,2023:07:16 12:24:39,173.6
2,2023:07:16 12:24:39,270.9
3,2023:07:16 12:24:39,246.5
4,2023:07:16 12:24:39,39.6
5,2023:07:16 12:24:39,217.5
6,2023:07:16 12:24:39,86.4
7,2023:07:16 12:24:39,137.1
8,2023:07:16 12:24:39,285.8
9,2023:07:16 12:24:39,94.9
10,2023:07:16 12:24:39,96.4
1,2023:07:16 12:39:39,107.0
2,2023:07:16 12:39:39,70.0
3,2023:07:16 12:39:39,70.1
4,2023:07:16 12:39:39,136.9
5,2023:07:16 12:39:39,127.7
6,2023:07:16 12:39:39,71.1
7,2023:07:16 12:39:39,112.8
8,2023:07:16 12:39:39,26.9
9,2023:07:16 12:39:39,15.8
10,2023:07:16 12:39:39,135.1
1,2023:07:16 12:54:39,77.5
2,2023:07:16 12:54:39,93.6
3,2023:07:16 12:54:39,301.0
4,2023:07:16 12:54:39,129.7
5,2023:07:16 12:54:39,295.2
6,2023:07:16 12:54:39,66.3
7,2023:07:16 12:54:39,110.0
8,2023:07:16 12:54:39,206.0
9,2023:07:16 12:54:39,201.3
10,2023:07:16 12:54:39,336.9
1,2023:07:16 13:09:39,89.7
2,2023:07:16 13:09:39,112.2
3,2023:07:16 13:09:39,79.5
4,2023:07:16 13:09:39,132.0
5,2023:07:16 13:09:39,6.9
6,2023:07:16 13:09:39,92.3
7,2023:07:16 13:09:39,86.7
8,2023:07:16 13:09:39,78.3
9,2023:07:16 13:09:39,97.5
10,2023:07:16 13:09:39,92.8
1,2023:07:16 13:24:39,108.8
2,2023:07:16 13:24:39,73.6
3,2023:07:16 13:24:39,9.6
4,2023:07:16 13:24:39,86.7
5,2023:07:16 13:24:39,346.1
6,2023:07:16 13:24:39,143.8
7,2023:07:16 13:24:39,114.7
8,2023:07:16 13:24:39,327.7
9,2023:07:16 13:24:39,146.4
10,2023:07:16 13:24:39,399.3
1,2023:07:16 13:39:39,62.6
2,2023:07:16 13:39:39,104.1
3,2023:07:16 13:39:39,148.9
4,2023:07:16 13:39:39,424.5
5,2023:07:16 13:39:39,90.8
6,2023:07:16 13:39:39,124.6
7,2023:07:16 13:39:39,112.5
8,2023:07:16 13:39:39,270.0
9,2023:07:16 13:39:39,126.7
10,2023:07:16 13:39:39,286.5
1,2023:07:16 13:54:39,91.6
2,2023:07:16 13:54:39,106.6
3,2023:07:16 13:54:39,294.7
4,2023:07:16 13:54:39,357.1
5,2023:07:16 13:54:39,96.8
6,2023:07:16 13:54:39,546.6
7,2023:07:16 13:54:39,16.4
8,2023:07:16 13:54:39,29.7
9,2023:07:16 13:54:39,146.3
10,2023:07:16 13:54:39,68.3
1,2023:07:16 14:09:39,56.3
2,2023:07:16 14:09:39,142.9
3,2023:07:16 14:09:39,521.2
4,2023:07:16 14:09:39,116.7
5,2023:07:16 14:09:39,136.6
6,2023:07:16 14:09:39,93.1
7,2023:07:16 14:09:39,86.4
8,2023:07:16 14:09:39,105.7
9,2023:07:16 14:09:39,88.2
10,2023:07:16 14:09:39,83.9
1,2023:07:16 14:24:39,114.5
2,2023:07:16 14:24:39,112.2
3,2023:07:16 14:24:39,143.9
4,2023:07:16 14:24:39,145.1
5,2023:07:16 14:24:39,268.3
6,2023:07:16 14:24:39,108.8
7,2023:07:16 14:24:39,194.1
8,2023:07:16 14:24:39,176.7
9,2023:07:16 14:24:39,22.2
10,2023:07:16 14:24:39,23.1
1,2023:07:16 14:39:39,32.9
2,2023:07:16 14:39:39,84.2
3,2023:07:16 14:39:39,76.1
4,2023:07:16 14:39:39,304.0
5,2023:07:16 14:39:39,163.6
6,2023:07:16 14:39:39,131.8
7,2023:07:16 14:39:39,115.8
8,2023:07:16 14:39:39,91.0
9,2023:07:16 14:39:39,88.3
10,2023:07:16 14:39:39,119.2
1,2023:07:16 14:54:39,15.6
2,2023:07:16 14:54:39,62.2
3,2023:07:16 14:54:39,51.3
4,2023:07:16 14:54:39,21.2
5,2023:07:16 14:54:39,71.7
6,2023:07:16 14:54:39,83.2
7,2023:07:16 14:54:39,35.3
8,2023:07:16 14:54:39,103.7
9,2023:07:16 14:54:39,69.6
10,2023:07:16 14:54:39,93.5
1,2023:07:16 15:09:39,27.1
2,2023:07:16 15:09:39,458.8
3,2023:07:16 15:09:39,132.4
4,2023:07:16 15:09:39,340.6
5,2023:07:16 15:09:39,120.0
6,2023:07:16 15:09:39,157.1
7,2023:07:16 15:09:39,132.2
8,2023:07:16 15:09:39,63.4
9,2023:07:16 15:09:39,70.4
10,2023:07:16 15:09:39,100.7
1,2023:07:16 15:24:39,257.4
2,2023:07:16 15:24:39,149.2
3,2023:07:16 15:24:39,139.3
4,2023:07:16 15:24:39,65.3
5,2023:07:16 15:24:39,98.2
6,2023:07:16 15:24:39,127.7
7,2023:07:16 15:24:39,125.3
8,2023:07:16 15:24:39,127.2
9,2023:07:16 15:24:39,147.1
10,2023:07:16 15:24:39,129.3
1,2023:07:16 15:39:39,65.9
2,2023:07:16 15:39:39,255.8
3,2023:07:16 15:39:39,124.4
4,2023:07:16 15:39:39,107.1
5,2023:07:16 15:39:39,131.9
6,2023:07:16 15:39:39,65.2
7,2023:07:16 15:39:39,295.2
8,2023:07:16 15:39:39,15.2
9,2023:07:16 15:39:39,374.3
10,2023:07:16 15:39:39,172.2
1,2023:07:16 15:54:39,25.7
2,2023:07:16 15:54:39,85.1
3,2023:07:16 15:54:39,260.1
4,2023:07:16 15:54:39,84.7
5,2023:07:16 15:54:39,99.3
6,2023:07:16 15:54:39,22.2
7,2023:07:16 15:54:39,320.5
8,2023:07:16 15:54:39,76.7
9,2023:07:16 15:54:39,124.8
10,2023:07:16 15:54:39,61.5
1,2023:07:16 16:09:39,111.3
2,2023:07:16 16:09:39,72.5
3,2023:07:16 16:09:39,14.2
4,2023:07:16 16:09:39,179.1
5,2023:07:16 16:09:39,35.0
6,2023:07:16 16:09:39,131.0
7,2023:07:16 16:09:39,104.4
8,2023:07:16 16:09:39,5.1
9,2023:07:16 16:09:39,91.3
10,2023:07:16 16:09:39,240.1
1,2023:07:16 16:24:39,170.2
2,2023:07:16 16:24:39,422.4
3,2023:07:16 16:24:39,37.3
4,2023:07:16 16:24:39,121.6
5,2023:07:16 16:24:39,100.9
6,2023:07:16 16:24:39,27.8
7,2023:07:16 16:24:39,118.2
8,2023:07:16 16:24:39,347.7
9,2023:07:16 16:24:39,77.7
10,2023:07:16 16:24:39,131.8
1,2023:07:16 16:39:39,147.8
2,2023:07:16 16:39:39,121.5
3,2023:07:16 16:39:39,44.0
4,2023:07:16 16:39:39,326.1
5,2023:07:16 16:39:39,208.3
6,2023:07:16 16:39:39,139.7
7,2023:07:16 16:39:39,96.3
8,2023:07:16 16:39:39,73.5
9,2023:07:16 16:39:39,20.8
10,2023:07:16 16:39:39,52.2
1,2023:07:16 16:54:39,18.2
2,2023:07:16 16:54:39,150.8
3,2023:07:16 16:54:39,113.4
4,2023:07:16 16:54:39,60.9
5,2023:07:16 16:54:39,140.1
6,2023:07:16 16:54:39,24.9
7,2023:07:16 16:54:39,133.7
8,2023:07:16 16:54:39,64.2
9,2023:07:16 16:54:39,81.1
10,2023:07:16 16:54:39,82.5
1,2023:07:16 17:09:39,126.8
2,2023:07:16 17:09:39,107.2
3,2023:07:16 17:09:39,63.2
4,2023:07:16 17:09:39,20.7
5,2023:07:16 17:09:39,6.9
6,2023:07:16 17:09:39,205.6
7,2023:07:16 17:09:39,14.8
8,2023:07:16 17:09:39,27.6
9,2023:07:16 17:09:39,84.5
10,2023:07:16 17:09:39,102.8
1,2023:07:16 17:24:39,48.1
2,2023:07:16 17:24:39,60.1
3,2023:07:16 17:24:39,24.6
4,2023:07:16 17:24:39,326.0
5,2023:07:16 17:24:39,97.3
6,2023:07:16 17:24:39,189.6
7,2023:07:16 17:24:39,23.4
8,2023:07:16 17:24:39,88.0
9,2023:07:16 17:24:39,249.6
10,2023:07:16 17:24:39,107.9
1,2023:07:16 17:39:39,121.2
2,2023:07:16 17:39:39,103.4
3,2023:07:16 17:39:39,61.7
4,2023:07:16 17:39:39,71.7
5,2023:07:16 17:39:39,108.2
6,2023:07:16 17:39:39,127.0
7,2023:07:16 17:39:39,127.7
8,2023:07:16 17:39:39,63.0
9,2023:07:16 17:39:39,164.8
10,2023:07:16 17:39:39,180.6
1,2023:07:16 17:54:39,67.9
2,2023:07:16 17:54:39,15.7
3,2023:07:16 17:54:39,66.5
4,2023:07:16 17:54:39,125.0
5,2023:07:16 17:54:39,68.9
6,2023:07:16 17:54:39,176.3
7,2023:07:16 17:54:39,50.9
8,2023:07:16 17:54:39,436.5
9,2023:07:16 17:54:39,133.6
10,2023:07:16 17:54:39,134.6
1,2023:07:16 18:09:39,95.4
2,2023:07:16 18:09:39,126.5
3,2023:07:16 18:09:39,150.2
4,2023:07:16 18:09:39,134.2
5,2023:07:16 18:09:39,196.6
6,2023:07:16 18:09:39,89.1
7,2023:07:16 18:09:39,139.5
8,2023:07:16 18:09:39,89.5
9,2023:07:16 18:09:39,251.7
10,2023:07:16 18:09:39,78.8
1,2023:07:16 18:24:39,326.9
2,2023:07:16 18:24:39,132.7
3,2023:07:16 18:24:39,32.7
4,2023:07:16 18:24:39,89.2
5,2023:07:16 18:24:39,131.0
6,2023:07:16 18:24:39,82.4
7,2023:07:16 18:24:39,142.5
8,2023:07:16 18:24:39,292.0
9,2023:07:16 18:24:39,85.0
10,2023:07:16 18:24:39,21.5
1,2023:07:16 18:39:39,20.4
2,2023:07:16 18:39:39,34.1
3,2023:07:16 18:39:39,294.0
4,2023:07:16 18:39:39,80.3
5,2023:07:16 18:39:39,121.1
6,2023:07:16 18:39:39,60.3
7,2023:07:16 18:39:39,24.0
8,2023:07:16 18:39:39,89.2
9,2023:07:16 18:39:39,38.0
10,2023:07:16 18:39:39,27.2
1,2023:07:16 18:54:39,246.5
2,2023:07:16 18:54:39,136.6
3,2023:07:16 18:54:39,138.5
4,2023:07:16 18:54:39,97.0
5,2023:07:16 18:54:39,66.9
6,2023:07:16 18:54:39,143.8
7,2023:07:16 18:54:39,208.6
8,2023:07:16 18:54:39,344.7
9,2023:07:16 18:54:39,112.4
10,2023:07:16 18:54:39,95.9
1,2023:07:16 19:09:39,141.5
2,2023:07:16 19:09:39,96.5
3,2023:07:16 19:09:39,19.6
4,2023:07:16 19:09:39,115.9
5,2023:07:16 19:09:39,98.5
6,2023:07:16 19:09:39,120.1
7,2023:07:16 19:09:39,147.9
8,2023:07:16 19:09:39,299.8
9,2023:07:16 19:09:39,96.8
10,2023:07:16 19:09:39,13.0
1,2023:07:16 19:24:39,138.1
2,2023:07:16 19:24:39,89.0
3,2023:07:16 19:24:39,74.1
4,2023:07:16 19:24:39,259.1
5,2023:07:16 19:24:39,132.2
6,2023:07:16 19:24:39,396.8
7,2023:07:16 19:24:39,100.7
8,2023:07:16 19:24:39,89.6
9,2023:07:16 19:24:39,131.5
10,2023:07:16 19:24:39,336.8
1,2023:07:16 19:39:39,209.6
2,2023:07:16 19:39:39,112.8
3,2023:07:16 19:39:39,34.9
4,2023:07:16 19:39:39,117.3
5,2023:07:16 19:39:39,148.1
6,2023:07:16 19:39:39,23.1
7,2023:07:16 19:39:39,132.5
8,2023:07:16 19:39:39,319.8
9,2023:07:16 19:39:39,422.4
10,2023:07:16 19:39:39,88.5
1,2023:07:16 19:54:39,84.4
2,2023:07:16 19:54:39,57.4
3,2023:07:16 19:54:39,422.3
4,2023:07:16 19:54:39,104.4
5,2023:07:16 19:54:39,148.1
6,2023:07:16 19:54:39,81.6
7,2023:07:16 19:54:39,27.6
8,2023:07:16 19:54:39,17.4
9,2023:07:16 19:54:39,134.9
10,2023:07:16 19:54:39,109.8
1,2023:07:16 20:09:39,70.0
2,2023:07:16 20:09:39,121.9
3,2023:07:16 20:09:39,25.9
4,2023:07:16 20:09:39,265.7
5,2023:07:16 20:09:39,16.7
6,2023:07:16 20:09:39,114.8
